article_id,media,title,description,url,date,year
0,kompas,Sederet Pekerjaan Rumah untuk Menteri Keuangan Baru Purbaya Yudhi Sadewa,Pekerjaan rumah untuk Menkeu baru tidak ringan. Tantangan terbesar yang dihadapi ialah mengembalikan kredibilitas fiskal yang sempat terganggu.,https://money.kompas.com/read/2025/09/10/080000926/sederet-pekerjaan-rumah-untuk-menteri-keuangan-baru-purbaya-yudhi-sadewa,10 September 2025,2025
1,kompas,Menteri Keuangan Purbaya Yudhi Sadewa Punya 3 Harta Properti,"Berdasarkan data LHKPN yang diunggah di situs elhkpn.kpk.go.id, Purbaya tercatat memiliki total kekayaan sebesar Rp 39,21 miliar.",https://www.kompas.com/properti/read/2025/09/08/203320221/menteri-keuangan-purbaya-yudhi-sadewa-punya-3-harta-properti,8 September 2025,2025
2,kompas,Sri Mulyani Digantikan Purbaya Yudhi Sadewa karena Ajukan Resign?,"Mensesneg Prasetyo Hadi menjelaskan reshuffle menteri oleh Prabowo, tanpa mengungkap alasan Sri Mulyani diganti.",https://nasional.kompas.com/read/2025/09/08/17073991/sri-mulyani-digantikan-purbaya-yudhi-sadewa-karena-ajukan-resign,8 September 2025,2025
3,kompas,"Sah, Purbaya Yudhi Sadewa Gantikan Sri Mulyani Jadi Menteri Keuangan","Presiden Prabowo Subianto melantik enam menteri baru, termasuk Purbaya Yudhi Sadewa sebagai Menteri Keuangan menggantikan Sri Mulyani.",https://money.kompas.com/read/2025/09/08/162414826/sah-purbaya-yudhi-sadewa-gantikan-sri-mulyani-jadi-menteri-keuangan,8 September 2025,2025
4,kompas,Menteri Keuangan Baru Purbaya Yudhi Sadewa: Koleksi Mobil dan Motor,"Purbaya Yudhi Sadewa resmi dilantik sebagai Menteri Keuangan, menggantikan Sri Mulyani. Simak profil dan harta kekayaannya!",https://otomotif.kompas.com/read/2025/09/09/070200815/menteri-keuangan-baru-purbaya-yudhi-sadewa--koleksi-mobil-dan-motor-,9 September 2025,2025
5,kompas,"Purbaya Yudhi Sadewa Gantikan Sri Mulyani, Jokowi Berikan Dukungan","Presiden ke-7 Republik Indonesia, Joko Widodo (Jokowi) berikan tanggapan soal reshuffle kabinet yang dilakukan Presiden Prabowo Subianto.",https://www.kompas.com/sumatera-selatan/read/2025/09/12/173542688/purbaya-yudhi-sadewa-gantikan-sri-mulyani-jokowi-berikan,12 September 2025,2025
6,kompas,"Profil Pendidikan Purbaya Yudhi Sadewa, Menkeu Baru Gantikan Sri Mulyani",Ketua Dewan Komisaris Lembaga Penjamin Simpanan (LPS) Purbaya Yudhi Sadewa dilantik sebagai Menteri Keuangan (Menkeu) menggantikan Sri Mulyani.,https://www.kompas.com/edu/read/2025/09/08/171642571/profil-pendidikan-purbaya-yudhi-sadewa-menkeu-baru-gantikan-sri-mulyani,8 September 2025,2025
7,kompas,"Profil Purbaya Yudhi Sadewa, Menteri Keuangan yang Baru Dilantik","Purbaya Yudhi Sadewa diangkat sebagai Menteri Keuangan (Menkeu) menggantikan Sri Mulyani dalam reshuffle Kabinet Merah Putih, Senin (8/9/2025).",https://money.kompas.com/read/2025/09/08/160543726/profil-purbaya-yudhi-sadewa-menteri-keuangan-yang-baru-dilantik,8 September 2025,2025
8,kompas,"Siapa Purbaya Yudhi Sadewa, Menkeu Baru Pengganti Sri Mulyani?",Purbaya Yudhi Sadewa resmi dilantik sebagai Menteri Keuangan (Menkeu) menggantikan Sri Mulyani Indrawati. Siapakah dia? Berikut ini profilnya.,https://www.kompas.com/kalimantan-timur/read/2025/09/09/054500988/siapa-purbaya-yudhi-sadewa-menkeu-baru-pengganti-sri-mulyani-,9 September 2025,2025
9,kompas,"Profil Purbaya Yudhi Sadewa, Menteri Keuangan Baru Pengganti Sri Mulyani","Lalu, siapa sosok Purbaya Yudhi Sadewa yang kini dipercaya menjabat sebagai Menteri Keuangan menggantikan Sri Mulyani?",https://www.kompas.com/jawa-timur/read/2025/09/08/184500288/profil-purbaya-yudhi-sadewa-menteri-keuangan-baru-pengganti-sri,8 September 2025,2025
10,kompas,"Jejak Karier Purbaya Yudhi Sadewa, Menteri Keuangan Baru Pilihan Prabowo","Purbaya Yudhi Sadewa resmi dilantik Presiden Prabowo sebagai Menteri Keuangan, menggantikan Sri Mulyani. Siapa sosoknya?",https://money.kompas.com/read/2025/09/08/182044326/jejak-karier-purbaya-yudhi-sadewa-menteri-keuangan-baru-pilihan-prabowo,8 September 2025,2025
11,kompas,"Profil Purbaya Yudhi Sadewa, Menteri Keuangan Baru Pengganti Sri Mulyani",Purbaya Yudhi Sadewa resmi ditunjuk sebagai Menteri Keuangan menggantikan Sri Mulyani. Simak profil lengkap dan rekam jejaknya di sini.,https://money.kompas.com/read/2025/09/08/173842426/profil-purbaya-yudhi-sadewa-menteri-keuangan-baru-pengganti-sri-mulyani,8 September 2025,2025
12,kompas,Prabowo Ganti Sri Mulyani dengan Purbaya Yudhi Sadewa sebagai Menkeu,"Prabowo Subianto melantik Purbaya Yudhi Sadewa sebagai Menteri Keuangan, menggantikan Sri Mulyani.",https://nasional.kompas.com/read/2025/09/08/16131041/prabowo-ganti-sri-mulyani-dengan-purbaya-yudhi-sadewa-sebagai-menkeu,8 September 2025,2025
13,kompas,"Profil dan Daftar Kekayaan Purbaya Yudhi Sadewa, Menkeu Pengganti Sri Mulyani","Profil Purbaya Yudhi Sadewa lengkap dengan pendidikan, karir, dan daftar kekayaan, pengganti Menkeu Sri Mulyani.",https://www.kompas.com/kalimantan-timur/read/2025/09/08/173712788/profil-dan-daftar-kekayaan-purbaya-yudhi-sadewa-menkeu,8 September 2025,2025
14,kompas,"Baru 3 Hari Jadi Menteri Keuangan, Purbaya Yudhi Sadewa Sudah 3 Kali Beri Klarifikasi","Baru tiga hari menjabat, Menkeu Purbaya Yudhi Sadewa sudah tiga kali beri klarifikasi terkait ucapannya dan unggahan anaknya di media sosial.",https://www.kompas.com/tren/read/2025/09/11/130000465/baru-3-hari-jadi-menteri-keuangan-purbaya-yudhi-sadewa-sudah-3-kali-beri,11 September 2025,2025
15,kompas,"Profil Menkeu Purbaya Yudhi Sadewa, Bos LPS yang Gantikan Sri Mulyani",Profil Purbaya Yudhi Sadewa yang baru dilantik jadi Menteri Keuangan (Menkeu) menggantikan Sri Mulyani dan sebelumnya berkiprah di LPS.,https://money.kompas.com/read/2025/09/08/165501926/profil-menkeu-purbaya-yudhi-sadewa-bos-lps-yang-gantikan-sri-mulyani,8 September 2025,2025
16,kompas,"Perjalanan Karier Purbaya Yudhi Sadewa, Menteri Keuangan Baru yang Gantikan Sri Mulyani","Presiden Prabowo Subianto resmi menunjuk Purbaya Yudhi Sadewa sebagai Menteri Keuangan, menggantikan Sri Mulyani.",https://www.kompas.com/tren/read/2025/09/08/162748865/perjalanan-karier-purbaya-yudhi-sadewa-menteri-keuangan-baru-yang-gantikan,8 September 2025,2025
17,kompas,"Purbaya Yudhi Sadewa Sebut Gugatan Tutut Soeharto Telah Dicabut, Kedua Pihak Damai","Menkeu Purbaya Yudhi Sadewa mengonfirmasi bahwa gugatan yang dilayangkan Tutut Soeharto kepada Menteri Keuangan, telah dicabut.",https://www.kompas.com/jawa-timur/read/2025/09/18/172946488/purbaya-yudhi-sadewa-sebut-gugatan-tutut-soeharto-telah-dicabut-kedua,18 September 2025,2025
18,kompas,Apa Alasan Sri Mulyani Diganti Purbaya Yudhi Sadewa sebagai Menteri Keuangan?,Reshuffle kabinet Prabowo mengganti Sri Mulyani dengan Purbaya Yudhi Sadewa sebagai Menteri Keuangan. Apa alasan di balik keputusan ini?,https://money.kompas.com/read/2025/09/10/091621926/apa-alasan-sri-mulyani-diganti-purbaya-yudhi-sadewa-sebagai-menteri-keuangan,10 September 2025,2025
19,kompas,"Gantikan Sri Mulyani, Ini Jawaban Purbaya Yudhi Sadewa Saat Ditanya 17+8 Tuntutan Rakyat","Ditunjuk sebagai Menkeu menggantikan Sri Mulyani, Purbaya Yudhi Sadewa, ditanya soal ""17 8 Tuntutan Rakyat"". Jawabannya memicu perdebatan publik.",https://www.kompas.com/banten/read/2025/09/09/120000788/gantikan-sri-mulyani-ini-jawaban-purbaya-yudhi-sadewa-saat-ditanya-17-8,9 September 2025,2025
20,kompas,Purbaya Yudhi Sadewa Jadi Menkeu Baru: Kata Istana hingga Ucapan Kontroversial,"Purbaya Yudhi Sadewa resmi gantikan Sri Mulyani sebagai Menkeu. Istana buka suara soal reshuffle, Purbaya lontarkan ucapan kontroversial.",https://www.kompas.com/tren/read/2025/09/09/071500865/purbaya-yudhi-sadewa-jadi-menkeu-baru--kata-istana-hingga-ucapan,9 September 2025,2025
21,kompas,Menkeu Purbaya Yudhi Sadewa Tanggapi 17+8 Tuntutan Rakyat: Fokus Akselerasi Ekonomi,Menteri Keuangan Purbaya Yudhi Sadewa sebut akan fokus mendorong akselerasi pertumbuhan ekonomi Indonesia setelah ditanya soal “17 8 Tuntutan Rakyat.,https://www.kompas.com/jawa-timur/read/2025/09/08/203000488/menkeu-purbaya-yudhi-sadewa-tanggapi-17-8-tuntutan-rakyat--fokus,8 September 2025,2025
22,kompas,"Dinilai Jumawa, Menteri Keuangan Purbaya Yudhi Sadewa Diminta Pahami Situasi Kebatinan Publik",Warganet menilai Menkeu Purbaya Yudhi Sadewa terlalu jumawa usai dilantik. Pakar komunikasi meminta Purbaya memahami situasi kebatinan publik.,https://www.kompas.com/tren/read/2025/09/10/113000565/dinilai-jumawa-menteri-keuangan-purbaya-yudhi-sadewa-diminta-pahami-situasi,10 September 2025,2025
23,kompas,"IHSG Melemah Dua Hari Beruntun, Ekonom: Pasar Tunggu Arah Kebijakan Purbaya Yudhi Sadewa",IHSG melemah dua hari setelah Purbaya Yudhi Sadewa dilantik jadi Menkeu. Pasar tunggu arah kebijakan fiskal baru.,https://www.kompas.com/lampung/read/2025/09/09/121500488/ihsg-melemah-dua-hari-beruntun-ekonom--pasar-tunggu-arah-kebijakan,9 September 2025,2025
24,kompas,"Kiprah Purbaya Yudhi Sadewa, Era SBY Jadi Formulator Kebijakan Fiskal, Kini Jabat Menkeu Baru",Menkeu baru Purbaya ceritakan saat Covid-19 pernah membantu Presiden Joko Widodo untuk memformulasikan kebijakan fiskal di saat ekonomi melemah.,https://money.kompas.com/read/2025/09/09/080000626/kiprah-purbaya-yudhi-sadewa-era-sby-jadi-formulator-kebijakan-fiskal-kini,9 September 2025,2025
25,kompas,"Kata Media Asing soal Purbaya Yudhi Sadewa Jadi Menkeu Baru, Singgung MBG dan Perlambatan Ekonomi","Media asing menyoroti Purbaya Yudhi Sadewa usai jadi Menkeu baru, mulai dari program MBG hingga tantangan perlambatan ekonomi Indonesia.",https://www.kompas.com/tren/read/2025/09/09/074700765/kata-media-asing-soal-purbaya-yudhi-sadewa-jadi-menkeu-baru-singgung-mbg,9 September 2025,2025
26,kompas,"Daftar Kekayaan Purbaya Yudhi Sadewa, Menkeu Baru yang Gantikan Sri Mulyani","Setelah dilantik oleh Presiden Prabowo Subianto, Menteri Keuangan Purbaya Yudhi Sadewa resmi menggantikan Sri Mulyani. Berikut rincian kekayaannya.",https://www.kompas.com/tren/read/2025/09/08/193000665/daftar-kekayaan-purbaya-yudhi-sadewa-menkeu-baru-yang-gantikan-sri-mulyani,8 September 2025,2025
27,kompas,Tugas Berat Purbaya Yudhi Sadewa Usai Gantikan Sri Mulyani Jadi Menkeu,Ekonom CORE menyebut bahwa tugas terberat Purbaya adalah membuktikan konsistensi pemerintah dalam menjaga kesehatan fiskal.,https://money.kompas.com/read/2025/09/08/192340326/tugas-berat-purbaya-yudhi-sadewa-usai-gantikan-sri-mulyani-jadi-menkeu,8 September 2025,2025
28,kompas,"Harta Kekayaan Purbaya Yudhi Sadewa, Menteri Keuangan Baru Pengganti Sri Mulyani: Rp 39,21 Miliar","Sri Mulyani resmi dicopot dari kursi Menteri Keuangan kabinet Prabowo. Posisinya digantikan Purbaya Yudhi Sadewa yang tercatat punya harta Rp 39,21 m.",https://www.kompas.com/kalimantan-timur/read/2025/09/08/185057588/harta-kekayaan-purbaya-yudhi-sadewa-menteri-keuangan-baru,8 September 2025,2025
29,kompas,"Jadi Menteri Keuangan, Purbaya Yudhi Sadewa Punya Harta Rp 39,2 Miliar",Purbaya Yudhi Sadewa dilantik sebagai Menteri Keuangan oleh Presiden Prabowo Subianto. Simak profil dan kekayaannya!,https://nasional.kompas.com/read/2025/09/08/18292111/jadi-menteri-keuangan-purbaya-yudhi-sadewa-punya-harta-rp-392-miliar,8 September 2025,2025
30,kompas,"Profil Purbaya Yudhi Sadewa, Menteri Keuangan yang Baru Dilantik Prabowo","Profil Purbaya Yudhi Sadewa, Menteri Keuangan yang Baru Dilantik",https://video.kompas.com/watch/1874565/profil-purbaya-yudhi-sadewa-menteri-keuangan-yang-baru-dilantik-prabowo,8 September 2025,2025
31,kompas,"Sudah Guyur Rp 200 Triliun, Menkeu Purbaya Yudhi Sadewa Buka Suara soal Potensi Tambah Anggaran ke Perbankan",Menkeu Purbaya Yudhi Sadewa mengungkapkan tantangan penyerapan anggaran Rp 200 triliun oleh perbankan.,https://money.kompas.com/read/2025/09/15/153415926/sudah-guyur-rp-200-triliun-menkeu-purbaya-yudhi-sadewa-buka-suara-soal-potensi,15 September 2025,2025
32,kompas,Menteri Keuangan Baru Purbaya Yudhi Sadewa: Koleksi Mobil dan Motor,Presiden Prabowo Subianto resmi menunjuk Purbaya Yudhi Sadewa sebagai Menteri Keuangan,https://video.kompas.com/watch/1874787/menteri-keuangan-baru-purbaya-yudhi-sadewa-koleksi-mobil-dan-motor,9 September 2025,2025
33,kompas,"Kata Media Asing soal Purbaya Yudhi Sadewa, Singgung MBG dan Perlambatan Ekonomi",Media Asing Soroti Purbaya Yudhi Sadewa Gantikan Sri Mulyani sebagai Menteri Keuangan,https://video.kompas.com/watch/1874746/kata-media-asing-soal-purbaya-yudhi-sadewa-singgung-mbg-dan-perlambatan-ekonomi,9 September 2025,2025
34,kompas,Bisakah Ekonomi Indonesia Membaik di Tangan Menkeu Baru Purbaya Yudhi?,Ekonom membeberkan potensi ekonomi Indonesia membaik di tangan Purbaya Yudhi. Berikut penjelasannya.,https://www.kompas.com/tren/read/2025/09/09/163000865/bisakah-ekonomi-indonesia-membaik-di-tangan-menkeu-baru-purbaya-yudhi-,9 September 2025,2025
35,kompas,"Purbaya Sadewa Jadi Menkeu Gantikan Sri Mulyani, Ini Catatan Ekonom",Pelantikan Purbaya Sadewa sebagai Menteri Keuangan diharapkan membawa perubahan positif bagi ekonomi Indonesia.,https://money.kompas.com/read/2025/09/08/163718526/purbaya-sadewa-jadi-menkeu-gantikan-sri-mulyani-ini-catatan-ekonom,8 September 2025,2025
36,kompas,"Purbaya Yudhi Sadewo, Menkeu Baru Lulusan Elektro dan Ahli Perminyakan",Menteri Keuangan Purbaya Yudhi Sadewa merupakan sarjana Teknik Elektro ITB dan pernah menjadi insinyur lapangan perminyakan.,https://money.kompas.com/read/2025/09/09/060805326/purbaya-yudhi-sadewo-menkeu-baru-lulusan-elektro-dan-ahli-perminyakan,9 September 2025,2025
37,kompas,"Purbaya Sadewa Menkeu Baru, Menteri PKP: Semua Kan Tim...","Menteri PKP Maruarar Sirait dukung Purbaya Sadewa sebagai Menteri Keuangan baru, fokus pada program pembangunan 3 juta rumah subsidi.",https://money.kompas.com/read/2025/09/08/184000226/purbaya-sadewa-menkeu-baru-menteri-pkp--semua-kan-tim-,8 September 2025,2025
38,kompas,Ini Tugas Paling Penting Menkeu Purbaya Sadewa Menurut Bos Kadin,Purbaya Sadewa dilantik sebagai Menteri Keuangan baru. Kadin dukung langkahnya untuk menjaga stabilitas ekonomi Indonesia.,https://money.kompas.com/read/2025/09/08/181000026/ini-tugas-paling-penting-menkeu-purbaya-sadewa-menurut-bos-kadin,8 September 2025,2025
39,kompas,"Purbaya Yudhi Gantikan Sri Mulyani: Deg-degan, Berat Banget, Optimis","Purbaya yang menggantikan Sri Mulyani mengungkap, rasa deg-degannya saat diminta Prabowo mempercepat pertumbuhan ekonomi sebesar 8 persen.",https://nasional.kompas.com/read/2025/09/09/09455411/purbaya-yudhi-gantikan-sri-mulyani-deg-degan-berat-banget-optimis,9 September 2025,2025
40,kompas,Klarifikasi Menkeu Purbaya Yudhi soal Anak Sebut Sri Mulyani Agen CIA,Anak Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menjadi sorotan publik karena menyebut Sri Mulyani agen CIA. Ini klarifikasinya.,https://www.kompas.com/riau/read/2025/09/11/140000488/klarifikasi-menkeu-purbaya-yudhi-soal-anak-sebut-sri-mulyani-agen-cia-,11 September 2025,2025
41,kompas,"Prabowo Lantik Menkeu Purbaya Sadewa, Sri Mulyani Akhiri 13 Tahun Pengabdian, Ali Wardhana Masih Terlama",Presiden Prabowo Subianto resmi lantik Purbaya Yudhi Sadewa sebagai Menteri Keuangan yang gantikan Sri Mulyani Indrawati.,https://www.kompas.com/jawa-barat/read/2025/09/08/200000788/prabowo-lantik-menkeu-purbaya-sadewa-sri-mulyani-akhiri-13-tahun,8 September 2025,2025
42,kompas,"Jadi Menteri Keuangan yang Baru, Purbaya Sadewa Sebut Sudah Mengundurkan Diri dari LPS","Purbaya Yudhi Sadewa resmi dilantik sebagai Menteri Keuangan menggantikan Sri Mulyani, setelah mengundurkan diri dari LPS.",https://money.kompas.com/read/2025/09/08/193418626/jadi-menteri-keuangan-yang-baru-purbaya-sadewa-sebut-sudah-mengundurkan-diri,8 September 2025,2025
43,kompas,"Anak Sebut Sri Mulyani Agen CIA, Menkeu Purbaya Yudhi Larang Main Instagram","Status anak Purbaya Yudhi soal Sri Mulyani “agen CIA” bikin heboh, berujung akun IG hilang dan larangan main medsos.",https://www.kompas.com/kalimantan-timur/read/2025/09/11/171500388/anak-sebut-sri-mulyani-agen-cia-menkeu-purbaya-yudhi-larang,11 September 2025,2025
44,kompas,"Reaksi Media Asing soal Purbaya Yudhi Menkeu Baru RI, Rekam Jejak Jadi Sorotan","Pengangkatan Purbaya Yudhi Sadewa sebagai Menteri Keuangan RI, menggantikan Sri Mulyani, mendapat sorotan media asing.",https://www.kompas.com/global/read/2025/09/09/124416070/reaksi-media-asing-soal-purbaya-yudhi-menkeu-baru-ri-rekam-jejak-jadi,9 September 2025,2025
45,kompas,"Menkeu Purbaya Yudhi Disorot Media Asing, Rekam Jejak Jadi Sorotan","Menteri Keuangan baru, Purbaya Yudhi Sadewa, langsung jadi perhatian media internasional setelah ditunjuk Presiden Prabowo Subianto menggantikan Sri Mulyani pada Senin (8/9/2025).",https://video.kompas.com/watch/1874813/menkeu-purbaya-yudhi-disorot-media-asing-rekam-jejak-jadi-sorotan,9 September 2025,2025
46,kompas,"Reaksi Media Asing soal Purbaya Yudhi Jadi Menkeu Baru RI, Rekam Jejak Jadi Sorotan","Reaksi Media Asing soal Purbaya Yudhi Menkeu Baru RI, Rekam Jejak Jadi Sorotan",https://video.kompas.com/watch/1874852/reaksi-media-asing-soal-purbaya-yudhi-jadi-menkeu-baru-ri-rekam-jejak-jadi-sorotan,9 September 2025,2025
47,kompas,Purbaya Cap Pertamina Malas-malasan Bangun Kilang,Menkeu Purbaya Yudhi Sadewa menyinggung Pertamina yang dianggapnya bermalas-malasan membangun kilang minyak baru.,https://money.kompas.com/read/2025/10/01/080353726/purbaya-cap-pertamina-malas-malasan-bangun-kilang,1 Oktober 2025,2025
48,kompas,Ceplas-ceplos ala Koboi Menkeu Purbaya,"Purbaya memang begitu. Gaya spontan, ceplas-ceplos, blak-blakan dan kadang terlalu apa adanya.",https://money.kompas.com/read/2025/09/12/064500726/ceplas-ceplos-ala-koboi-menkeu-purbaya,12 September 2025,2025
49,kompas,Membedah Analisis Purbaya Tentang Dampak Demonstrasi,Apakah kecakapan dalam mereduksi gejolak sosial ke dalam angka-angka ekonomi sudah cukup untuk memikul tanggung jawab kebijakan fiskal nasional?,https://money.kompas.com/read/2025/10/10/163548026/membedah-analisis-purbaya-tentang-dampak-demonstrasi,10 Oktober 2025,2025
50,kompas,Menperin Nilai Kebijakan Purbaya Ramah Manufaktur,Menteri Perindustrian Agus Gumiwang Kartasasmita menilai kebijakan Menteri Keuangan Purbaya Yudhi Sadewa sejalan dengan kepentingan industri.,https://money.kompas.com/read/2025/10/02/181147626/menperin-nilai-kebijakan-purbaya-ramah-manufaktur,2 Oktober 2025,2025
51,kompas,"J.B Sumarlin, Krisis Moneter, dan Menteri Purbaya","Ada api dalam sekam yang bisa menyeret ekonomi Indonesia ke credit bubble dan kerentanan sistemik terkait kebijakan Purbaya, layaknya era J.B Sumarlin",https://money.kompas.com/read/2025/10/08/104616626/jb-sumarlin-krisis-moneter-dan-menteri-purbaya,8 Oktober 2025,2025
52,kompas,"Menkeu Purbaya, Koboi yang Merawat Narasi Digital","Purbaya Yudhi Sadewa berhasil menarik perhatian publik digital, merawat momentum positif, dan mengendalikan potensi resistensi.",https://money.kompas.com/read/2025/09/19/102708726/menkeu-purbaya-koboi-yang-merawat-narasi-digital,19 September 2025,2025
53,kompas,"Berpikir ala Friedman: Menkeu Purbaya ""Monetaris Heavy""","Purbaya mungkin penyelamat, mungkin juga pemantik krisis. Waktu, data, dan implementasi nyata yang akan membuktikannya.",https://money.kompas.com/read/2025/09/15/101000326/berpikir-ala-friedman--menkeu-purbaya-monetaris-heavy-,15 September 2025,2025
54,kompas,Menkeu Purbaya: Demo Besar-besaran Lalu karena Ekonomi Melambat Signifikan,"Purbaya mengatakan, rangkaian aksi demonstrasi yang terjadi beberapa waktu lalu disebabkan ekonomi yang melambat secara signifikan.",https://money.kompas.com/read/2025/10/09/191100026/menkeu-purbaya--demo-besar-besaran-lalu-karena-ekonomi-melambat-signifikan-,9 Oktober 2025,2025
55,kompas,"18 Gubernur Kompak Datangi Menkeu Purbaya, Protes Pemotongan Dana Daerah","Sebanyak 18 gubernur dari berbagai provinsi kompak mendatangi kantor Menteri Keuangan Purbaya Yudhi Sadewa di Jakarta, Selasa (7/10/2025) pagi.",https://www.kompas.com/jawa-barat/read/2025/10/08/174000988/18-gubernur-kompak-datangi-menkeu-purbaya-protes-pemotongan-dana,8 Oktober 2025,2025
56,kompas,Purbaya Ungkap Kemungkinan Naikkan TKD Usai Digeruduk 18 Gubernur,"Menteri Keuangan Purbaya Yudhi Sadewa menilai protes pemangkasan TKD wajar, tetapi ada harapan untuk penambahan anggaran jika ekonomi membaik.",https://nasional.kompas.com/read/2025/10/08/17095701/purbaya-ungkap-kemungkinan-naikkan-tkd-usai-digeruduk-18-gubernur,8 Oktober 2025,2025
57,kompas,Pertemuan Satu Jam Antara Pramono dan Menkeu Purbaya...,"Gubernur DKI Jakarta, Pramono Anung, bertemu Menteri Keuangan RI, Purbaya Yudhi Sadewa, di Balai Kota Jakarta untuk membahas sejumlah isu penting.",https://megapolitan.kompas.com/read/2025/10/08/08124391/pertemuan-satu-jam-antara-pramono-dan-menkeu-purbaya,8 Oktober 2025,2025
58,kompas,Menkeu Purbaya Akan Ajak Produsen Rokok Ilegal Beroperasi Resmi,Menteri Keuangan Purbaya Yudhi Sadewa mendorong produsen rokok ilegal untuk beroperasi secara resmi.,https://money.kompas.com/read/2025/09/27/065130426/menkeu-purbaya-akan-ajak-produsen-rokok-ilegal-beroperasi-resmi,27 September 2025,2025
59,kompas,Menkeu Purbaya Temui Kepala BGN untuk Cek Penyerapan Anggaran MBG,Menteri Keuangan Purbaya Yudhi Sadewa mengunjungi BGN untuk cek penyerapan anggaran program Makan Bergizi Gratis.,https://nasional.kompas.com/read/2025/09/26/15435851/menkeu-purbaya-temui-kepala-bgn-untuk-cek-penyerapan-anggaran-mbg,26 September 2025,2025
60,kompas,Menkeu Purbaya Ajak Pengusaha Tentukan Nasib Tarif Cukai Rokok 2026,"Menkeu Purbaya menegaskan, pemerintah akan merancang kebijakan tarif cukai tembakau secara hati-hati agar tidak mematikan industri dalam negeri.",https://money.kompas.com/read/2025/09/24/073000226/menkeu-purbaya-ajak-pengusaha-tentukan-nasib-tarif-cukai-rokok-2026,24 September 2025,2025
61,kompas,"Profil Anggito Abimanyu, Ketua LPS Baru Pengganti Purbaya",Anggito Abimanyu resmi ditunjuk sebagai Ketua Dewan Komisioner Lembaga Penjamin Simpanan (LPS) periode 2025–2030.,https://money.kompas.com/read/2025/09/23/063803426/profil-anggito-abimanyu-ketua-lps-baru-pengganti-purbaya,23 September 2025,2025
62,kompas,Menkeu Purbaya Sebut Gugatan Tutut Soeharto di PTUN Sudah Dicabut,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkap bahwa gugatan yang diajukan Siti Hardiyanti Hastuti Rukmana, atau Tutut Soeharto telah dicabut",https://money.kompas.com/read/2025/09/19/080800826/menkeu-purbaya-sebut-gugatan-tutut-soeharto-di-ptun-sudah-dicabut,19 September 2025,2025
63,kompas,Menkeu Purbaya Ancam Tarik Anggaran Kementerian yang Belum Dibelanjakan,"Menurut Menkeu Purbaya, jika sampai akhir Oktober 2025 belanja kementerian belum bisa maksimal, maka anggaran akan ditarik kembali.",https://money.kompas.com/read/2025/09/17/064500726/menkeu-purbaya-ancam-tarik-anggaran-kementerian-yang-belum-dibelanjakan,17 September 2025,2025
64,kompas,5 Rekomendasi DPR ke Menkeu Purbaya untuk Redam Keresahan Publik,"Misbakhun menyampaikan lima rekomendasi kepada Menteri Keuangan baru, Purbaya Yudhi Sadewa, untuk meredam keresahan publik.",https://money.kompas.com/read/2025/09/10/172000326/5-rekomendasi-dpr-ke-menkeu-purbaya-untuk-redam-keresahan-publik,10 September 2025,2025
65,kompas,"Selamat Tinggal Sri Mulyani, Pesan untuk Menkeu Purbaya","Menkeu harus memengaruhi kebijakan ekonomi negara, jangan hanya menjadi bendahara dan seksi usaha dana saja.",https://money.kompas.com/read/2025/09/10/121029926/selamat-tinggal-sri-mulyani-pesan-untuk-menkeu-purbaya,10 September 2025,2025
66,kompas,Ekonom Indef Beberkan Alasan Prabowo Pilih Purbaya Jadi Menkeu,Pergantian Menteri Keuangan dari Sri Mulyani ke Purbaya Yudhi Sadewa memunculkan pertanyaan besar di kalangan publik dan pasar. Apa dampaknya?,https://money.kompas.com/read/2025/09/09/191028326/ekonom-indef-beberkan-alasan-prabowo-pilih-purbaya-jadi-menkeu,9 September 2025,2025
67,kompas,"IHSG Anjlok, Pimpinan DPR Harap Menkeu Purbaya Rebut Kepercayaan Pasar",Wakil Ketua DPR Saan Mustopa berharap Menkeu Purbaya Yudhi Sadewa segera merebut kepercayaan pasar agar IHSG tak lagi anjlo,https://nasional.kompas.com/read/2025/09/09/15080081/ihsg-anjlok-pimpinan-dpr-harap-menkeu-purbaya-rebut-kepercayaan-pasar,9 September 2025,2025
68,kompas,Pernyataan Menkeu Purbaya soal Tuntutan 17+8 Dinilai Miskin Empati,Pengamat politik menilai pernyataan Menteri Keuangan Purbaya Yudhi Sadewa terkait gerakan 17 8 Tuntutan Rakyat miskin empati. Mengapa?,https://www.kompas.com/tren/read/2025/09/09/141500565/pernyataan-menkeu-purbaya-soal-tuntutan-17-8-dinilai-miskin-empati,9 September 2025,2025
69,kompas,"Purbaya Menkeu Baru, Industri Mebel: Momentum Memperkuat Fondasi Fiskal","Penunjukan Purbaya Yudhi Sadewa sebagai Menkeu disambut positif oleh HIMKI, harapan baru untuk industri Indonesia!",https://money.kompas.com/read/2025/09/08/221400026/purbaya-menkeu-baru-industri-mebel--momentum-memperkuat-fondasi-fiskal,8 September 2025,2025
