media,title,description,url,date,year
detik,"Purbaya Tunda Pajak Pedagang Online, Asosiasi E-Commerce Buka Suara",Asosiasi E-Commerce Indonesia menyambut baik penundaan PPh Pasal 22 untuk transaksi e-commerce. Keputusan ini mendukung UMKM digital dan mendorong konsumsi.,https://finance.detik.com/berita-ekonomi-bisnis/d-8134093/purbaya-tunda-pajak-pedagang-online-asosiasi-e-commerce-buka-suara,"Minggu, 28 Sep 2025 12:30 WIB",2025
detik,Purbaya Cek Acak Jalur Hijau Impor: Mereka Ketakutan Sembunyikan Apa Tuh?,Menteri Keuangan Purbaya instruksikan DJBC untuk acak periksa jalur hijau impor.,https://finance.detik.com/berita-ekonomi-bisnis/d-8139931/purbaya-cek-acak-jalur-hijau-impor-mereka-ketakutan-sembunyikan-apa-tuh,"Rabu, 01 Okt 2025 16:57 WIB",2025
detik,Menkeu Purbaya Beberkan Harga Asli LPG 3 Kg-Pertalite Tanpa Subsidi,"Menteri Keuangan Purbaya Yudhi Sadewa mengungkap harga asli komoditas energi dan non-energi tanpa subsidi, termasuk LPG dan Pertalite.",https://www.detik.com/bali/bisnis/d-8138854/menkeu-purbaya-beberkan-harga-asli-lpg-3-kg-pertalite-tanpa-subsidi,"Rabu, 01 Okt 2025 08:41 WIB",2025
detik,Stimulus Rp 200 T Pemerintah Disebut Bisa Tekan Bunga Kredit Bank,OJK menilai penempatan saldo anggaran lebih Rp 200 triliun di bank pemerintah dapat turunkan suku bunga kredit.,https://finance.detik.com/moneter/d-8154914/stimulus-rp-200-t-pemerintah-disebut-bisa-tekan-bunga-kredit-bank,"Jumat, 10 Okt 2025 18:00 WIB",2025
detik,Purbaya Bantah Minta Bank BUMN Naikkan Bunga Deposito Valas ke 4%: Itu Rumor,"""Saya kan sudah bilang kita nggak ada keputusan itu, kan instruksinya belum selesai, masih didiskusikan,"" kata Purbaya.",https://finance.detik.com/moneter/d-8138000/purbaya-bantah-minta-bank-bumn-naikkan-bunga-deposito-valas-ke-4-itu-rumor,"Selasa, 30 Sep 2025 16:53 WIB",2025
detik,Harapan Sri Mulyani untuk Purbaya dan Kemenkeu,Sri Mulyani resmi menyerahkan jabatan Menteri Keuangan kepada Purbaya Yudhi Sadewa. Dia berharap agar Purbaya dimudahkan dalam menjalankan tugas.,https://www.detik.com/kalimantan/berita/d-8102834/harapan-sri-mulyani-untuk-purbaya-dan-kemenkeu,"Selasa, 09 Sep 2025 12:29 WIB",2025
detik,"Menkeu Purbaya Merapat ke Istana Usai Rapat Kerja di DPR, Bahas Apa?","Menteri Keuangan Purbaya Yudhi Sadewa merapat ke Istana Kepresidenan, Jakarta, seusai rapat kerja di Komisi XI DPR. Apa yang akan dibahas?",https://news.detik.com/berita/d-8137584/menkeu-purbaya-merapat-ke-istana-usai-rapat-kerja-di-dpr-bahas-apa,"Selasa, 30 Sep 2025 14:15 WIB",2025
detik,Menkeu Purbaya Beberkan Penghambat Laju Pertumbuhan Ekonomi,Menteri Keuangan Purbaya Yudhi Sadewa menilai kebijakan ekonomi pemerintah berjalan lambat. Ia diminta Presiden Prabowo untuk mempercepat pelaksanaan belanja.,https://www.detik.com/sumut/berita/d-8104247/menkeu-purbaya-beberkan-penghambat-laju-pertumbuhan-ekonomi,"Selasa, 09 Sep 2025 22:20 WIB",2025
detik,Purbaya Kesal RI Tak Ada Kilang Baru-Cuma Impor Minyak: Kita Rugi Besar!,Menteri Keuangan Purbaya Yudhi Sadewa dorong BPI Danantara bangun kilang minyak di Indonesia untuk mengurangi ketergantungan impor BBM.,https://finance.detik.com/energi/d-8137803/purbaya-kesal-ri-tak-ada-kilang-baru-cuma-impor-minyak-kita-rugi-besar,"Selasa, 30 Sep 2025 15:28 WIB",2025
detik,Purbaya Bakal Ganti Dirjen Jika Kompensasi & Subsidi BBM Belum Beres Sebulan,Menteri Keuangan Purbaya Yudhi Sadewa berencana mempercepat pembayaran kompensasi BUMN.,https://finance.detik.com/berita-ekonomi-bisnis/d-8137432/purbaya-bakal-ganti-dirjen-jika-kompensasi-subsidi-bbm-belum-beres-sebulan,"Selasa, 30 Sep 2025 13:18 WIB",2025
detik,Jangan Kaget! Purbaya Ungkap Harga Asli LPG 3Kg-Pertalite Jika Tidak Disubdisi,"Menteri Keuangan, Purbaya Yudhi Sadewa, mengungkap harga asli dari beberapa komoditas energi dan nonenergi yang dikonsumsi masyarakat jika tidak disubsidi.",https://www.detik.com/jateng/bisnis/d-8137695/jangan-kaget-purbaya-ungkap-harga-asli-lpg-3kg-pertalite-jika-tidak-disubdisi,"Selasa, 30 Sep 2025 14:55 WIB",2025
detik,Video Menkeu Purbaya Akan Sidak Keliling Bank BUMN: Biar Mereka Kapok!,Menkeu Purbaya bakal melakukan sidak ke bank-bank BUMN untuk memastikan tak ada masalah dalam penyaluran kredit.,https://20.detik.com/detikupdate/20250930-250930109/video-menkeu-purbaya-akan-sidak-keliling-bank-bumn-biar-mereka-kapok,"Selasa, 30 Sep 2025 19:55 WIB",2025
detik,"Purbaya Tak Naikkan Tarif Cukai Rokok, Kemenperin Sebut Jadi Insentif Industri",Kemenperin menilai keputusan itu sama halnya dengan pemberian insentif.,https://finance.detik.com/industri/d-8138175/purbaya-tak-naikkan-tarif-cukai-rokok-kemenperin-sebut-jadi-insentif-industri,"Selasa, 30 Sep 2025 18:00 WIB",2025
detik,"Cukai Rokok Tak Naik, Serikat Pekerja & Petani Kirim Karangan Bunga ke Purbaya",Menteri Keuangan Purbaya Yudhi Sadewa menetapkan tidak ada kenaikan cukai tembakau 2026. Keputusan ini disambut positif oleh pelaku industri dan petani.,https://finance.detik.com/industri/d-8138082/cukai-rokok-tak-naik-serikat-pekerja-petani-kirim-karangan-bunga-ke-purbaya,"Selasa, 30 Sep 2025 17:17 WIB",2025
detik,"Ditagih Subsidi & Kompensasi Energi, Purbaya: Sudah Dibayar, Nyangkut di Mana?",Menteri Keuangan Purbaya Yudhi Sadewa memastikan subsidi dan kompensasi energi 2024 untuk Pertamina dan PLN sudah dibayar penuh.,https://finance.detik.com/energi/d-8137275/ditagih-subsidi-kompensasi-energi-purbaya-sudah-dibayar-nyangkut-di-mana,"Selasa, 30 Sep 2025 11:57 WIB",2025
detik,"Purbaya Dikritik Tak Naikkan Cukai Rokok, Karangan Bunga Berjejer di Kemenkeu",Menteri Keuangan Purbaya Yudhi Sadewa dikritik karena tidak menaikkan cukai rokok 2026.,https://finance.detik.com/industri/d-8137238/purbaya-dikritik-tak-naikkan-cukai-rokok-karangan-bunga-berjejer-di-kemenkeu,"Selasa, 30 Sep 2025 11:47 WIB",2025
detik,Pengusaha Harap Purbaya Teruskan Kebijakan Sri Mulyani,Kadin mendukung penggantian Menteri Keuangan untuk stabilitas ekonomi dan pertumbuhan.,https://finance.detik.com/berita-ekonomi-bisnis/d-8102534/pengusaha-harap-purbaya-teruskan-kebijakan-sri-mulyani,"Selasa, 09 Sep 2025 07:11 WIB",2025
detik,Purbaya Kerahkan Anak Buah Pantau Serapan Anggaran MBG,Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa telah mengerahkan anak buahnya untuk mengawasi penyerapan anggaran program makan bergizi gratis (MBG).,https://finance.detik.com/berita-ekonomi-bisnis/d-8132211/purbaya-kerahkan-anak-buah-pantau-serapan-anggaran-mbg,"Jumat, 26 Sep 2025 18:07 WIB",2025
detik,Kenaikan Gaji PNS di Tangan Purbaya,Wacana kenaikan gaji Aparatur Sipil Negara (ASN) tahun ini masih menunggu eksekusi dari Kementerian Keuangan (Kemenkeu).,https://finance.detik.com/berita-ekonomi-bisnis/d-8128661/kenaikan-gaji-pns-di-tangan-purbaya,"Kamis, 25 Sep 2025 07:30 WIB",2025
detik,Purbaya Pede Minggu Depan Rupiah Menguat Lawan Dolar AS,"Menteri Keuangan Purbaya Yudhi Sadewa optimis rupiah menguat terhadap dolar AS pekan depan, meski saat ini tertekan akibat kebijakan suku bunga deposito valas.",https://finance.detik.com/moneter/d-8132199/purbaya-pede-minggu-depan-rupiah-menguat-lawan-dolar-as,"Jumat, 26 Sep 2025 19:00 WIB",2025
detik,Pengumuman Terbaru Menteri Purbaya soal Tarif Cukai Rokok 2026,Menteri Keuangan Purbaya Yudhi Sadewa memastikan tarif cukai rokok tidak naik pada 2026. Keputusan ini untuk mendukung industri rokok.,https://www.detik.com/bali/bisnis/d-8131872/pengumuman-terbaru-menteri-purbaya-soal-tarif-cukai-rokok-2026,"Jumat, 26 Sep 2025 15:49 WIB",2025
detik,Prabowo Colek AHY hingga Purbaya: S-3 Kalau Tak Bisa Perbaiki Sistem Kelewatan,Presiden Prabowo Subianto mendorong para profesor menyumbangkan pemikirannya untuk membangun bangsa.,https://news.detik.com/berita/d-8136155/prabowo-colek-ahy-hingga-purbaya-s-3-kalau-tak-bisa-perbaiki-sistem-kelewatan,"Senin, 29 Sep 2025 17:20 WIB",2025
detik,Video: Menkeu Purbaya Beberkan Harga Asli Pertalite-LPG 3 Kg Tanpa Subsidi,Menteri Keuangan Purbaya Yudhi Sadewa mengungkap harga asli non subsidi beberapa komoditas yang dikonsumsi masyarakat.,https://20.detik.com/detikupdate/20250930-250930092/video-menkeu-purbaya-beberkan-harga-asli-pertalite-lpg-3-kg-tanpa-subsidi,"Selasa, 30 Sep 2025 17:21 WIB",2025
detik,Kenaikan Gaji PNS Tahun Ini Tergantung Purbaya,Badan Kepegawaian Negara (BKN) bicara soal wacana kenaikan gaji Aparatur Sipil Negara (ASN).,https://finance.detik.com/berita-ekonomi-bisnis/d-8128094/kenaikan-gaji-pns-tahun-ini-tergantung-purbaya,"Rabu, 24 Sep 2025 14:35 WIB",2025
detik,Menperin Respons Rencana Purbaya soal Cukai Rokok: Saya Dukung Full!,Menperin Agus Gumiwang Kartasasmita mengaku sepakat dengan Menkeu Purbaya Yudhi Sadewa terkait kebijakan cukai hasil tembakau (CHT).,https://finance.detik.com/industri/d-8130560/menperin-respons-rencana-purbaya-soal-cukai-rokok-saya-dukung-full,"Kamis, 25 Sep 2025 19:30 WIB",2025
detik,Isi Garasi Menkeu Purbaya Yudhi Sadewa Pengganti Sri Mulyani,Purbaya Yudhi Sadewa resmi dilantik menjadi Menteri Keuangan RI menggantikan Sri Mulyani. Intip isi garasi Purbaya yang kini menjadi Menteri Keuangan RI.,https://oto.detik.com/berita/d-8102617/isi-garasi-menkeu-purbaya-yudhi-sadewa-pengganti-sri-mulyani,"Selasa, 09 Sep 2025 09:13 WIB",2025
detik,Kata Luhut Soal Sri Mulyani Digantikan Purbaya jadi Menteri Keuangan,Luhut Binsar Pandjaitan mendukung Purbaya Yudhi Sadewa sebagai Menkeu baru. Ia yakin Purbaya mampu dorong pertumbuhan ekonomi dan penciptaan lapangan kerja.,https://www.detik.com/sumut/bisnis/d-8104267/kata-luhut-soal-sri-mulyani-digantikan-purbaya-jadi-menteri-keuangan,"Rabu, 10 Sep 2025 06:30 WIB",2025
detik,Profil Purbaya Yudhi Sadewa yang Jadi Menkeu Baru Pilihan Prabowo,"Purbaya Yudhi Sadewa dilantik sebagai Menteri Keuangan RI, menggantikan Sri Mulyani. Simak profil Purbaya Yudhi Sadewa dan perjalanan kariernya di sini!",https://www.detik.com/sulsel/berita/d-8103557/profil-purbaya-yudhi-sadewa-yang-jadi-menkeu-baru-pilihan-prabowo,"Selasa, 09 Sep 2025 19:00 WIB",2025
detik,Penjelasan Menkeu Purbaya soal Postingan Anaknya 'Lengserkan Agen CIA',Menteri Keuangan Purbaya Yudhi Sadewa menanggapi postingan viral anaknya tentang 'melengserkan agen CIA'. Ia menasihati anaknya untuk bijak bermedsos.,https://www.detik.com/jogja/berita/d-8106014/penjelasan-menkeu-purbaya-soal-postingan-anaknya-lengserkan-agen-cia,"Rabu, 10 Sep 2025 20:25 WIB",2025
detik,Menkeu Purbaya Klarifikasi Unggahan Anaknya soal Lengserkan 'Agen CIA',Menteri Keuangan Purbaya Yudhi Sadewa mengaku kesulitan menasihati anaknya soal unggahan 'agen CIA'. Anak Purbaya juga sudah tidak bermain Instagram.,https://news.detik.com/berita/d-8105957/menkeu-purbaya-klarifikasi-unggahan-anaknya-soal-lengserkan-agen-cia,"Rabu, 10 Sep 2025 19:48 WIB",2025
detik,Luhut Buka Suara soal Purbaya Gantikan Sri Mulyani,Ketua Dewan Ekonomi Nasional (DEN) Luhut Binsar Pandjaitan buka suara merespons Menteri Keuangan (Menkeu) baru Purbaya Yudhi Sadewa.,https://finance.detik.com/berita-ekonomi-bisnis/d-8104181/luhut-buka-suara-soal-purbaya-gantikan-sri-mulyani,"Selasa, 09 Sep 2025 21:14 WIB",2025
detik,Menkeu Purbaya Menghadap Prabowo Usai Rapat Kerja Perdana di DPR,Menkeu Purbaya Yudhi Sadewa menghadap Prabowo di Istana Negara seusai rapat di DPR. Purbaya akan melaporkan hasil rapat perdananya kepada Prabowo.,https://news.detik.com/berita/d-8105727/menkeu-purbaya-menghadap-prabowo-usai-rapat-kerja-perdana-di-dpr,"Rabu, 10 Sep 2025 17:50 WIB",2025
detik,"Purbaya Minta Maaf Sempat Salah Ngomong, Sebut Dirinya Menteri Kagetan","""Jadi, saya kemarin itu ada kesalahan, saya mohon maaf ke depan agar lebih baik lagi,"" kata Purbaya.",https://finance.detik.com/berita-ekonomi-bisnis/d-8103175/purbaya-minta-maaf-sempat-salah-ngomong-sebut-dirinya-menteri-kagetan,"Selasa, 09 Sep 2025 13:49 WIB",2025
detik,"Andi Arief: Menkeu Purbaya Ngerti Ekonomi, Harus Lebih Empati Berbicara","Andi Arief komentari penunjukan Purbaya Yudhi Sadewa sebagai Menkeu. Dia percaya Purbaya mengerti ekonomi, tapi menyoroti public speaking.",https://news.detik.com/berita/d-8102859/andi-arief-menkeu-purbaya-ngerti-ekonomi-harus-lebih-empati-berbicara,"Selasa, 09 Sep 2025 11:48 WIB",2025
detik,Baru Dilantik Menkeu Purbaya Sudah Salah Omong Berujung Minta Maaf,Menteri Keuangan Purbaya Yudhi Sadewa viral setelah menyebut tuntutan 17+8 suara sebagian kecil rakyat. Ia meminta maaf dan berjanji pulihkan ekonomi.,https://www.detik.com/jatim/bisnis/d-8104022/baru-dilantik-menkeu-purbaya-sudah-salah-omong-berujung-minta-maaf,"Selasa, 09 Sep 2025 19:24 WIB",2025
detik,Sesumbar Purbaya Usai Dilantik Jadi Menkeu: Indonesia Cerah,Purbaya Yudhi Sadewa dilantik sebagai Menteri Keuangan oleh Prabowo. Ia berkomitmen mengejar pertumbuhan ekonomi hingga 8% meski saat ini melambat.,https://www.detik.com/jatim/bisnis/d-8102344/sesumbar-purbaya-usai-dilantik-jadi-menkeu-indonesia-cerah,"Senin, 08 Sep 2025 21:45 WIB",2025
detik,"Sepak Terjang Purbaya Yudhi Sadewa, Menkeu Baru Pilihan Prabowo",Purbaya Yudhi Sadewa resmi menjadi Menteri Keuangan (Menkeu) menggantikan Sri Mulyani Indrawati. Begini sepak terjangnya.,https://finance.detik.com/berita-ekonomi-bisnis/d-8102449/sepak-terjang-purbaya-yudhi-sadewa-menkeu-baru-pilihan-prabowo,"Selasa, 09 Sep 2025 06:00 WIB",2025
detik,"Purbaya Minta Pelaku Pasar Tenang, Janji Tak Ambil Kebijakan Aneh","""Yang jelas kita tidak akan ambil kebijakan fiskal yang aneh-aneh. Yang ada dioptimalkan sehingga menciptakan pertumbuhan yang lebih cepat,"" sebut Purbaya.",https://finance.detik.com/berita-ekonomi-bisnis/d-8103784/purbaya-minta-pelaku-pasar-tenang-janji-tak-ambil-kebijakan-aneh,"Selasa, 09 Sep 2025 17:30 WIB",2025
detik,Purbaya Kaget Diminta Gantikan Sri Mulyani! Baru Dikabari Hari Ini,Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa mengaku kaget usai ditunjuk Presiden Prabowo Subianto menjadi Bendahara Negara.,https://finance.detik.com/berita-ekonomi-bisnis/d-8102051/purbaya-kaget-diminta-gantikan-sri-mulyani-baru-dikabari-hari-ini,"Senin, 08 Sep 2025 18:29 WIB",2025
detik,Purbaya: 2-3 Bulan dari Sekarang Indonesia Cerah!,Purbaya Yudhi Sadewa baru dilantik menjadi Menteri Keuangan (Menkeu) oleh Presiden Prabowo Subianto.,https://finance.detik.com/berita-ekonomi-bisnis/d-8102136/purbaya-2-3-bulan-dari-sekarang-indonesia-cerah,"Senin, 08 Sep 2025 18:56 WIB",2025
detik,Video Menkeu Purbaya Janji Tak Buat Kebijakan Fiskal Aneh-aneh,"Menteri Keuangan baru pengganti Sri Mulyani, Purbaya Yudhi Sadewa janji tak akan membuat kebijakan fiskal yang aneh-aneh.",https://20.detik.com/detikupdate/20250909-250909090/video-menkeu-purbaya-janji-tak-buat-kebijakan-fiskal-aneh-aneh,"Selasa, 09 Sep 2025 21:57 WIB",2025
detik,"Jadi Menkeu, Purbaya Janji Tak Ada Kebijakan Aneh-aneh","Menteri Keuangan Purbaya Yudhi Sadewa berjanji tidak akan membuat kebijakan yang mengganggu investor, termasuk di pasar modal.",https://finance.detik.com/berita-ekonomi-bisnis/d-8104245/jadi-menkeu-purbaya-janji-tak-ada-kebijakan-aneh-aneh,"Selasa, 09 Sep 2025 22:00 WIB",2025
detik,Purbaya Ungkap Biang Kerok Pertumbuhan Ekonomi Tidak Maksimal,Menteri Keuangan Purbaya Yudhi Sadewa menilai masih ada kebijakan ekonomi pemerintah yang sebelumnya berjalan lambat. Ini membuat pertumbuhan tidak maksimal.,https://finance.detik.com/berita-ekonomi-bisnis/d-8104098/purbaya-ungkap-biang-kerok-pertumbuhan-ekonomi-tidak-maksimal,"Selasa, 09 Sep 2025 20:05 WIB",2025
detik,Janji Menkeu Purbaya Tak Bakal Ambil Kebijakan Aneh-aneh,Menteri Keuangan Purbaya Yudhi Sadewa meminta pelaku pasar tidak perlu khawatir lantaran kementeriannya tidak akan mengambil kebijakan fiskal yang aneh-aneh.,https://www.detik.com/jogja/bisnis/d-8104106/janji-menkeu-purbaya-tak-bakal-ambil-kebijakan-aneh-aneh,"Selasa, 09 Sep 2025 20:17 WIB",2025
detik,"Ucapan Menkeu Purbaya Usai Dilantik Prabowo, Tanggapi Tuntutan 17+8","Menkeu Purbaya Yudhi Sadewa menanggapi tuntutan 17+8, menyebutnya suara sebagian kecil rakyat. Ia berkomitmen dorong pertumbuhan ekonomi hingga 8%.",https://www.detik.com/jabar/berita/d-8102584/ucapan-menkeu-purbaya-usai-dilantik-prabowo-tanggapi-tuntutan-17-8,"Selasa, 09 Sep 2025 08:37 WIB",2025
detik,Ketua MUI Ingatkan Menkeu Purbaya Jaga Lisan: Jangan Arogan,Ketua MUI Cholil Nafis mengingatkan Menkeu Purbaya untuk menjaga lisan. Dia meminta Purbaya tidak arogan saat berkomunikasi dengan masyarakat.,https://news.detik.com/berita/d-8105451/ketua-mui-ingatkan-menkeu-purbaya-jaga-lisan-jangan-arogan,"Rabu, 10 Sep 2025 15:54 WIB",2025
detik,Video: Siapa Purbaya Yudhi Sadewa Menkeu Baru Pengganti Sri Mulyani?,Presiden Prabowo Subianto melantik Purbaya Yudhi Sadewa sebagai Menteri Keuangan (Menkeu). Purbaya menggantikan Sri Mulyani.,https://20.detik.com/detikupdate/20250908-250908065/video-siapa-purbaya-yudhi-sadewa-menkeu-baru-pengganti-sri-mulyani,"Senin, 08 Sep 2025 18:22 WIB",2025
detik,"Purbaya Datangi Kemenkeu Usai Dilantik Prabowo, Tak Disambut Sri Mulyani","Purbaya Yudhi Sadewa dilantik sebagai Menkeu, menggantikan Sri Mulyani. Ia berkomitmen mendorong pertumbuhan ekonomi dan optimalkan instrumen fiskal.",https://finance.detik.com/berita-ekonomi-bisnis/d-8101997/purbaya-datangi-kemenkeu-usai-dilantik-prabowo-tak-disambut-sri-mulyani,"Senin, 08 Sep 2025 17:59 WIB",2025
detik,"Purbaya Yudhi Sadewa ke Istana Jelang Reshuffle, Ngaku Ditelepon Seskab",Ketua Dewan Komisioner Lembaga Penjamin Simpanan (LPS) Purbaya Yudhi Sadewa merapat ke Istana Negara menjelang reshuffle kabinet.,https://news.detik.com/berita/d-8101538/purbaya-yudhi-sadewa-ke-istana-jelang-reshuffle-ngaku-ditelepon-seskab,"Senin, 08 Sep 2025 15:27 WIB",2025
detik,"Profil Purbaya Yudhi Sadewa, Menteri Keuangan  Pengganti Sri Mulyani",Purbaya Yudhi Sadewa dilantik sebagai Menkeu RI menggantikan Sri Mulyani. Simak profilnya di bidang swasta dan pemerintahan.,https://www.detik.com/jatim/berita/d-8101843/profil-purbaya-yudhi-sadewa-menteri-keuangan-pengganti-sri-mulyani,"Senin, 08 Sep 2025 16:49 WIB",2025
detik,"Ulama Jatim Optimis Menkeu Purbaya Bisa Pulihkan Ekonomi, ini Faktornya",KH Maksum Fakih optimis Menkeu Purbaya Yudhi Sadewa dapat bangkitkan ekonomi Indonesia. Ia percaya pengalaman Purbaya akan membawa perubahan positif.,https://www.detik.com/jatim/bisnis/d-8103057/ulama-jatim-optimis-menkeu-purbaya-bisa-pulihkan-ekonomi-ini-faktornya,"Selasa, 09 Sep 2025 13:15 WIB",2025
detik,Video: Kagetnya Purbaya saat Ditunjuk Jadi Menkeu: Saya Pikir Ditipu,Purbaya Yudhi Sadewa resmi dilantik menjadi Menteri Keuangan menggantikan Sri Mulyani. Purbaya mengaku kaget saat ditunjuk menjadi Menkeu oleh Presiden Prabowo.,https://20.detik.com/detikupdate/20250909-250909002/video-kagetnya-purbaya-saat-ditunjuk-jadi-menkeu-saya-pikir-ditipu,"Selasa, 09 Sep 2025 02:29 WIB",2025
detik,Permintaan Maaf Purbaya Gara-gara Respons Enteng Tuntutan 17+8,Menteri Keuangan Purbaya Yudhi Sadewa memohon maaf karena sempat menanggapi secara enteng tuntutan 17+8 yang disuarakan masyarakat.,https://finance.detik.com/berita-ekonomi-bisnis/d-8104140/permintaan-maaf-purbaya-gara-gara-respons-enteng-tuntutan-17-8,"Rabu, 10 Sep 2025 06:30 WIB",2025
detik,Menkeu Purbaya Jamin Defisit APBN Maksimal 3% PDB,Menteri Keuangan Purbaya Yudhi Sadewa menegaskan pihaknya akan tetap menjaga defisit APBN di rentang maksimal 3% terhadap produk domestik bruto (PDB).,https://finance.detik.com/berita-ekonomi-bisnis/d-8103922/menkeu-purbaya-jamin-defisit-apbn-maksimal-3-pdb,"Selasa, 09 Sep 2025 21:00 WIB",2025
detik,Purbaya Yudhi Sadewa Gantikan Sri Mulyani Jadi Menteri Keuangan,Presiden Prabowo Subianto resmi melantik Purbaya Yudhi Sadewa sebagai Menteri Keuangan. Purbaya menggantikan Sri Mulyani Indrawati di posisi tersebut.,https://finance.detik.com/berita-ekonomi-bisnis/d-8101663/purbaya-yudhi-sadewa-gantikan-sri-mulyani-jadi-menteri-keuangan,"Senin, 08 Sep 2025 16:04 WIB",2025
detik,Janji Menkeu Purbaya Tak Buat Kebijakan Fiskal yang Aneh-aneh,"Menkeu Purbaya Yudhi Sadewa resmi bertugas menggantikan Sri Mulyani, Selasa (9/9/2025). Dia akan belajar dari Sri Mulyani.",https://www.detik.com/kalimantan/bisnis/d-8104432/janji-menkeu-purbaya-tak-buat-kebijakan-fiskal-yang-aneh-aneh,"Rabu, 10 Sep 2025 07:24 WIB",2025
detik,"Ditunjuk Jadi Menkeu Gantikan Sri Mulyani, Purbaya Mundur dari LPS",Purbaya Yudhi Sadewa resmi dilantik sebagai Menteri Keuangan (Menkeu) menggantikan Sri Mulyani Indrawati.,https://finance.detik.com/berita-ekonomi-bisnis/d-8102092/ditunjuk-jadi-menkeu-gantikan-sri-mulyani-purbaya-mundur-dari-lps,"Senin, 08 Sep 2025 19:15 WIB",2025
detik,"Mahasiswa Kecam Pernyataan Menkeu soal 17+8, Purbaya Minta Maaf","Ini kritik mahasiswa UI terhadap pernyataan Menteri Keuangan baru, Purbaya Yudhi Sadewa terkait 17+8 Tuntutan Rakyat.",https://www.detik.com/edu/edutainment/d-8104616/mahasiswa-kecam-pernyataan-menkeu-soal-17-8-purbaya-minta-maaf,"Rabu, 10 Sep 2025 10:30 WIB",2025
detik,Menkeu Purbaya soal Target Pertumbuhan Ekonomi 8%: Berat Banget,Menteri Keuangan Purbaya Yudhi Sadewa mendapatkan tugas berat dari Presiden Prabowo Subianto. Dia diminta menggenjot pertumbuhan ekonomi hingga 8%.,https://www.detik.com/jogja/bisnis/d-8102122/menkeu-purbaya-soal-target-pertumbuhan-ekonomi-8-berat-banget,"Senin, 08 Sep 2025 18:46 WIB",2025
detik,Menkeu Purbaya Minta Maaf Usai Pernyataannya soal 17+8 Viral,Menteri Keuangan Purbaya Yudhi Sadewa meminta maaf atas pernyataan terkait tuntutan 17+8. Ia akui kesalahan dan berkomitmen perbaiki komunikasi publik.,https://www.detik.com/jabar/berita/d-8104463/menkeu-purbaya-minta-maaf-usai-pernyataannya-soal-17-8-viral,"Rabu, 10 Sep 2025 08:13 WIB",2025
detik,"Profil Purbaya Yudhi Sadewa, Menteri Keuangan Pengganti Sri Mulyani","Ini profil Purbaya Yudhi Sadewa, ekonom lulusan ITB dan Purdue, yang resmi gantikan Sri Mulyani sebagai Menteri Keuangan RI.",https://www.detik.com/jateng/berita/d-8102001/profil-purbaya-yudhi-sadewa-menteri-keuangan-pengganti-sri-mulyani,"Senin, 08 Sep 2025 18:00 WIB",2025
detik,Purbaya Jelaskan Beda Kondisi Ekonomi di Era SBY & Prabowo,Menteri Keuangan Purbaya Yudhi Sadewa menjelaskan kondisi ekonomi di era Prabowo & SBY.,https://finance.detik.com/berita-ekonomi-bisnis/d-8105498/purbaya-jelaskan-beda-kondisi-ekonomi-di-era-sby-prabowo,"Rabu, 10 Sep 2025 16:16 WIB",2025
detik,"Demokrat Ingatkan Menkeu Purbaya Bicara Esensi, Jaga Lisan ke Rakyat",Menkeu Purbaya Yudhi Sadewa minta maaf setelah pernyataannya tuntutan 17+8 viral. Sekjen Demokrat Herman Khaeron ingatkan pejabat publik berbicara esensial.,https://news.detik.com/berita/d-8105256/demokrat-ingatkan-menkeu-purbaya-bicara-esensi-jaga-lisan-ke-rakyat,"Rabu, 10 Sep 2025 14:43 WIB",2025
detik,"IHSG Terkoreksi Usai Sri Mulyani Diganti, Pasar Tunggu Pembuktian Purbaya","Presiden Prabowo Subianto mengganti Menkeu, IHSG terkoreksi 1,28%. Purbaya Yudhi Sadewa diharapkan dapat membuktikan kebijakan fiskal pro pasar.",https://finance.detik.com/bursa-dan-valas/d-8101969/ihsg-terkoreksi-usai-sri-mulyani-diganti-pasar-tunggu-pembuktian-purbaya,"Senin, 08 Sep 2025 18:29 WIB",2025
detik,Purbaya Ungkap Biang Kerok Krisis Moneter 1997-1998,Menteri Keuangan Purbaya Yudhi Sadewa mengungkap biang kerok krisis moneter 1997-1998 yang memporak-porandakan perekonomian Indonesia.,https://finance.detik.com/berita-ekonomi-bisnis/d-8105445/purbaya-ungkap-biang-kerok-krisis-moneter-1997-1998,"Rabu, 10 Sep 2025 15:55 WIB",2025
detik,Menkeu Purbaya Respons Tuntutan 17+8: Suara Sebagian Kecil Rakyat,Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa merespons terkait tuntutan 17+8 yang disuarakan masyarakat.,https://finance.detik.com/berita-ekonomi-bisnis/d-8102218/menkeu-purbaya-respons-tuntutan-17-8-suara-sebagian-kecil-rakyat,"Senin, 08 Sep 2025 19:50 WIB",2025
detik,"Kagetnya Purbaya Baru Diinfo Jadi Menkeu 3,5 Jam Sebelum Dilantik","Purbaya Yudhi Sadewa dilantik sebagai Menteri Keuangan menggantikan Sri Mulyani. Ia terkejut mengetahui penunjukannya hanya 3,5 jam sebelum pelantikan.",https://news.detik.com/berita/d-8102119/kagetnya-purbaya-baru-diinfo-jadi-menkeu-3-5-jam-sebelum-dilantik,"Senin, 08 Sep 2025 18:44 WIB",2025
